Wall time,Step,Value
1489365219.888414,90,1.977847695350647
1489365247.0935612,108,1.980817198753357
1489365355.3604658,180,1.8745335340499878
1489365382.4766424,198,1.8345024585723877
1489365436.7174983,234,1.888823390007019
1489365463.768043,252,1.9908254146575928
1489365490.7194328,270,1.8798588514328003
1489365572.0535707,324,2.0397703647613525
1489365599.183862,342,1.9015073776245117
1489365626.3002696,360,1.7235502004623413
1489365739.8272877,432,1.7439697980880737
1489365983.497113,594,1.820246934890747
1489366010.5697339,612,1.7636040449142456
1489366064.7230363,648,1.6201536655426025
1489366173.0884721,720,1.8406727313995361
1489366227.3986142,756,1.7463648319244385
1489366281.541207,792,1.8884743452072144
1489366308.537109,810,1.7170145511627197
1489366362.7621117,846,1.5845731496810913
1489366417.065006,882,1.616498589515686
1489366444.214057,900,1.4938569068908691
1489366525.6265638,954,1.7549550533294678
1489366552.7078087,972,1.4633697271347046
1489366579.9184804,990,1.6030019521713257
1489366606.9299972,1008,1.7623300552368164
1489366634.025248,1026,1.5177316665649414
1489366715.370767,1080,1.7593321800231934
1489366742.5125325,1098,1.6001017093658447
1489366796.7767482,1134,1.4727340936660767
1489366851.239074,1170,1.472954511642456
1489366878.369153,1188,1.4255613088607788
1489366905.444639,1206,1.8072354793548584
1489366932.6201117,1224,1.583064079284668
1489367013.9934232,1278,1.9295308589935303
1489367041.141748,1296,1.3802188634872437
1489367068.3007803,1314,1.6329951286315918
1489367095.3911798,1332,1.4555350542068481
1489367149.55239,1368,1.8925137519836426
1489367230.9636624,1422,1.3414829969406128
1489367366.5202715,1512,1.4290863275527954
1489367393.6038048,1530,1.626393437385559
1489367420.6885576,1548,1.650587797164917
1489367447.708456,1566,1.3817158937454224
1489367474.8064976,1584,1.5125857591629028
1489367501.9311485,1602,1.3340471982955933
1489367637.2838144,1692,1.3854084014892578
1489367854.1040769,1836,1.3201781511306763
1489367935.3723562,1890,1.5998989343643188
1489367962.4524,1908,1.3405777215957642
1489368152.0978165,2034,1.3658075332641602
1489368233.3705993,2088,1.2859387397766113
1489368287.373841,2124,1.5546191930770874
1489368314.4781444,2142,1.3773841857910156
1489368341.6626196,2160,1.4613460302352905
1489368454.558318,2232,1.1246209144592285
1489368481.6014824,2250,1.364479899406433
1489368508.6633737,2268,1.597905158996582
1489368589.8754294,2322,1.2804040908813477
1489368617.0341601,2340,1.3094536066055298
1489368698.3870559,2394,1.494365930557251
1489368806.656481,2466,1.2313799858093262
1489368860.9458685,2502,1.2090530395507812
1489368915.1271296,2538,1.3073177337646484
1489368942.2499523,2556,0.9413231015205383
1489368969.3161702,2574,1.2244329452514648
1489368996.4614298,2592,1.194488763809204
1489369105.087095,2664,1.2705539464950562
1489369159.3025753,2700,1.302160620689392
1489369240.6621497,2754,0.9135556817054749
1489369267.6940296,2772,1.452018141746521
1489369294.7219095,2790,1.284854769706726
1489369348.850716,2826,1.261753797531128
1489369376.0710022,2844,0.8813987970352173
1489369403.219326,2862,1.072224736213684
1489369484.536974,2916,1.1988271474838257
1489369538.6838338,2952,1.5396746397018433
1489369565.7803504,2970,1.3553708791732788
1489369620.04868,3006,1.0514230728149414
1489369647.2138398,3024,1.577821969985962
1489369728.5026824,3078,1.2732157707214355
1489369864.1790867,3168,1.0674288272857666
1489369891.3267698,3186,1.4168925285339355
1489369918.3529615,3204,0.9538803696632385
1489369972.3920085,3240,1.1134734153747559
1489370053.9350529,3294,1.1785386800765991
1489370108.1660426,3330,1.117527723312378
1489370135.202935,3348,1.2710858583450317
1489370189.301409,3384,1.0148954391479492
1489370243.591157,3420,1.4609699249267578
1489370270.8453596,3438,1.075919270515442
1489370460.7415946,3564,1.0625547170639038
1489370569.1916952,3636,1.12470281124115
1489370677.747719,3708,1.0238295793533325
1489370704.895401,3726,1.284968376159668
1489370731.989909,3744,1.1758863925933838
1489370840.617245,3816,1.081189751625061
1489370922.0171766,3870,1.0908399820327759
1489371003.3844135,3924,0.8740957975387573
1489371030.5663044,3942,1.5049138069152832
1489371111.9962087,3996,1.0895445346832275
1489371139.1034238,4014,1.0228471755981445
1489371197.7711298,4050,0.8638324737548828
1489371224.9324174,4068,0.935189962387085
1489371252.122676,4086,1.1645621061325073
1489371306.3517964,4122,1.093733787536621
1489371387.6753273,4176,0.9849062561988831
1489371414.8664608,4194,0.8899824619293213
1489371441.964655,4212,1.1694477796554565
1489371523.1702974,4266,0.8414036631584167
1489371604.4789076,4320,0.8976175785064697
1489371740.1147213,4410,0.7570862174034119
1489371794.2877612,4446,0.9793936610221863
1489371848.5037565,4482,0.8666208386421204
1489371875.622333,4500,1.1479114294052124
1489372011.269367,4590,0.9355491399765015
1489372092.948232,4644,0.8913556337356567
1489372120.2966542,4662,0.9884105920791626
1489372149.3891866,4680,1.0526889562606812
1489372177.027191,4698,1.0163434743881226
1489372231.5257435,4734,1.1014325618743896
1489372340.1178143,4806,1.303214192390442
1489372394.526124,4842,0.7420207262039185
1489372448.8990557,4878,0.8720105290412903
1489372503.0587573,4914,0.6698055863380432
1489372638.6948533,5004,1.2950552701950073
1489372693.0390115,5040,1.0982588529586792
1489372801.4499745,5112,0.9948000907897949
1489372940.1503775,5202,0.9360186457633972
1489372994.793384,5238,1.2039469480514526
1489373021.9175146,5256,0.7857651710510254
1489373157.5103695,5346,1.0468651056289673
1489373184.6045992,5364,0.873889684677124
1489373211.812884,5382,1.28309965133667
1489373266.182334,5418,0.8221727013587952
1489373293.2992306,5436,1.2384700775146484
1489373320.371974,5454,0.814845621585846
1489373428.8561995,5526,0.7661882638931274
1489373456.0276737,5544,0.8323307633399963
1489373510.534244,5580,1.1411221027374268
1489373592.0083375,5634,0.7342125177383423
1489373700.616529,5706,0.5949299931526184
1489373727.6801667,5724,0.5893846154212952
1489373754.8625686,5742,0.6326261758804321
1489373782.0653162,5760,0.7410328984260559
1489373836.3385172,5796,0.8679423332214355
1489373917.8473854,5850,0.8612967133522034
1489373949.3611577,5868,1.3186445236206055
1489373976.4973452,5886,0.7988465428352356
1489374057.9019122,5940,0.6530185341835022
1489374085.058587,5958,1.006498098373413
1489374139.3911748,5994,0.8019139170646667
1489374302.4177818,6102,0.5866403579711914
1489374356.5872653,6138,0.6295520067214966
1489374438.007006,6192,0.6623459458351135
1489374465.122396,6210,1.290209174156189
1489374519.7148619,6246,1.0621689558029175
1489374548.5289981,6264,0.8284586071968079
1489374685.4878817,6354,0.5675565004348755
1489374712.5953772,6372,0.85863196849823
1489374766.9381146,6408,1.2430827617645264
1489374821.2707531,6444,0.6808531284332275
